grid_position,qualifying_position,grid_penalty,recent_form_5,recent_form_3,driver_coef_rapm,driver_dnf_rate,driver_experience,driver_wins_total,constructor_coef_rapm,constructor_dnf_rate,constructor_wins_total,driver_constructor_synergy,circuit_type,track_complexity,altitude_m,tire_compound_start,avg_pit_stops_circuit,season_factor,weather_impact_factor,safety_car_flag
18,18,0,14.2,15.166666666666666,-0.5819351458927083,0.0784313725490196,40,0.0,-1.7821983303170874,0.0980392156862745,0.0,-11.725,1,0.4867701385892881,10,2,1.1944444444444444,2020,0.195527832504517,1
14,15,-1,10.466666666666669,10.5,0.5521926668334325,0.0588235294117647,45,6.0,3.537923758101816,0.0784313725490196,9.0,-4.688888888888889,1,0.4867701385892881,10,2,1.1944444444444444,2020,0.195527832504517,1
19,20,-1,11.733333333333333,10.833333333333334,0.6899979873160759,0.0196078431372549,44,1.0,-2.493106221447217,0.0333333333333333,0.0,-11.592592592592592,1,0.4867701385892881,10,1,1.1944444444444444,2020,0.195527832504517,1
8,8,0,6.4,5.5,0.8182802755227838,0.0666666666666666,24,0.0,0.275285956836534,0.1372549019607843,0.0,-8.041666666666666,1,0.4867701385892881,10,3,1.1944444444444444,2020,0.195527832504517,1
20,19,1,15.066666666666666,13.833333333333334,-0.9114113558320974,0.1111111111111111,8,0.0,-4.287025623951368,0.0784313725490196,0.0,-15.75,1,0.4867701385892881,10,2,1.1944444444444444,2020,0.195527832504517,1
16,16,0,13.8,12.5,-1.200263184424392,0.1176470588235294,37,0.0,-1.7821983303170874,0.0980392156862745,0.0,-12.486486486486486,1,0.4867701385892881,10,2,1.1944444444444444,2020,0.195527832504517,1
13,14,-1,14.0,13.0,-1.1562885801328968,0.0333333333333333,26,0.0,-4.287025623951368,0.0784313725490196,0.0,-15.423076923076923,1,0.4867701385892881,10,2,1.1944444444444444,2020,0.195527832504517,1
2,2,0,2.8666666666666667,3.0,2.4640401234907308,0.0,51,28.0,4.096560816921055,0.0384615384615384,34.0,-2.176470588235294,0,0.3476624891086511,322,3,1.6433016574597905,2020,0.896357901102415,1
3,3,0,2.1333333333333333,2.333333333333333,2.480989237332508,0.0576923076923076,43,6.0,2.946796018383005,0.1346153846153846,8.0,-3.2790697674418605,0,0.3476624891086511,322,3,1.6433016574597905,2020,0.896357901102415,1
6,6,0,5.2,4.833333333333333,1.1183459092209955,0.0769230769230769,37,2.0,-0.1337096980242314,0.1057692307692307,0.0,-8.541666666666666,0,0.3476624891086511,322,3,1.6433016574597905,2020,0.896357901102415,1
9,9,0,6.333333333333333,5.333333333333333,0.2351397644430146,0.02,46,0.0,0.2154170480712826,0.0967741935483871,0.0,-8.925925925925926,0,0.3476624891086511,322,3,1.6433016574597905,2020,0.896357901102415,1
10,10,0,7.2,5.166666666666667,0.6356457326838549,0.0769230769230769,43,0.0,0.2362172737194923,0.1346153846153846,0.0,-7.916666666666667,0,0.3476624891086511,322,3,1.6433016574597905,2020,0.896357901102415,1
12,12,0,6.8,6.166666666666667,0.0344874033829593,0.0769230769230769,42,1.0,0.2450994218586024,0.1,1.0,-8.375,0,0.3476624891086511,322,2,1.6433016574597905,2020,0.896357901102415,1
4,4,0,7.666666666666667,8.0,0.7700659030802988,0.1538461538461538,40,2.0,3.496311273982335,0.0769230769230769,9.0,-4.4,0,0.3476624891086511,322,3,1.6433016574597905,2020,0.896357901102415,1
20,20,0,10.4,10.0,0.1453053409759023,0.1136363636363636,32,0.0,0.2154170480712826,0.0967741935483871,0.0,-7.0,0,0.3476624891086511,322,3,1.6433016574597905,2020,0.896357901102415,1
16,16,0,14.533333333333331,14.5,-1.2792462065530508,0.1153846153846153,38,0.0,-1.8243324716598723,0.0961538461538461,0.0,-12.605263157894736,0,0.3476624891086511,322,2,1.6433016574597905,2020,0.896357901102415,1
14,14,0,14.333333333333334,13.5,-1.22532999254891,0.1290322580645161,27,0.0,-2.515217857762308,0.032258064516129,0.0,-13.666666666666666,0,0.3476624891086511,322,3,1.6433016574597905,2020,0.896357901102415,1
11,11,0,11.333333333333334,12.0,0.4162966401898299,0.0576923076923076,46,6.0,3.496311273982335,0.0769230769230769,9.0,-4.869565217391305,0,0.3476624891086511,322,2,1.6433016574597905,2020,0.896357901102415,1
19,19,0,12.2,12.166666666666666,0.6580612765172517,0.0192307692307692,45,1.0,-2.515217857762308,0.032258064516129,0.0,-11.678571428571429,0,0.3476624891086511,322,3,1.6433016574597905,2020,0.896357901102415,1
15,15,0,13.666666666666666,14.166666666666666,-0.5450862651068231,0.0769230769230769,41,0.0,-1.8243324716598723,0.0961538461538461,0.0,-11.731707317073171,0,0.3476624891086511,322,3,1.6433016574597905,2020,0.896357901102415,1
18,18,0,15.133333333333333,14.333333333333334,-0.9659170114305308,0.1,9,0.0,-4.310850771822297,0.0769230769230769,0.0,-15.77777777777778,0,0.3476624891086511,322,3,1.6433016574597905,2020,0.896357901102415,1
13,13,0,8.6,7.833333333333333,-0.2268385647064494,0.0967741935483871,26,0.0,0.2450994218586024,0.1,1.0,-9.875,0,0.3476624891086511,322,2,1.6433016574597905,2020,0.896357901102415,1
1,1,0,2.333333333333333,1.6666666666666667,2.4864236482787763,0.0,52,29.0,4.102609760023173,0.0471698113207547,35.0,-2.1538461538461537,0,0.2745964683361886,108,2,1.648773953230989,2020,0.3174403861000647,0
2,2,0,2.333333333333333,2.0,1.6161861117443346,0.0188679245283018,48,6.0,4.102609760023173,0.0471698113207547,35.0,-3.2916666666666665,0,0.2745964683361886,108,2,1.648773953230989,2020,0.3174403861000647,0
3,3,0,2.1333333333333333,2.1666666666666665,2.544704807177741,0.0566037735849056,44,6.0,2.9110589274935026,0.1415094339622641,8.0,-3.25,0,0.2745964683361886,108,3,1.648773953230989,2020,0.3174403861000647,0
4,4,0,7.666666666666667,6.833333333333333,0.7456877179052914,0.1509433962264151,41,2.0,3.4351446382464164,0.0754716981132075,9.0,-4.5,0,0.2745964683361886,108,2,1.648773953230989,2020,0.3174403861000647,0
9,9,0,6.266666666666667,6.166666666666667,0.1184366656556452,0.0754716981132075,43,1.0,0.1744468860109236,0.0909090909090909,1.0,-8.11111111111111,0,0.2745964683361886,108,3,1.648773953230989,2020,0.3174403861000647,0
7,7,0,6.0,4.166666666666667,0.684248780306265,0.0754716981132075,44,0.0,0.2789662895888703,0.1415094339622641,0.0,-7.8,0,0.2745964683361886,108,3,1.648773953230989,2020,0.3174403861000647,0
5,5,0,5.4,4.166666666666667,0.2946333441106763,0.0196078431372549,47,0.0,0.3090569680633334,0.09375,0.0,-8.75,0,0.2745964683361886,108,3,1.648773953230989,2020,0.3174403861000647,0
11,11,0,7.733333333333333,7.0,0.4410528080897423,0.09375,23,0.0,-0.1159292277190096,0.1132075471698113,0.0,-8.625,0,0.2745964683361886,108,2,1.648773953230989,2020,0.3174403861000647,0
10,10,0,4.2,3.8333333333333335,1.2455054729940684,0.0754716981132075,38,2.0,-0.1159292277190096,0.1132075471698113,0.0,-8.32,0,0.2745964683361886,108,3,1.648773953230989,2020,0.3174403861000647,0
15,15,0,11.333333333333334,11.5,0.3266548637002275,0.0566037735849056,47,6.0,3.4351446382464164,0.0754716981132075,9.0,-5.0,0,0.2745964683361886,108,2,1.648773953230989,2020,0.3174403861000647,0
16,16,0,12.066666666666666,12.166666666666666,0.6410691453171194,0.0188679245283018,46,1.0,-2.510802596590542,0.03125,0.0,-11.689655172413794,0,0.2745964683361886,108,3,1.648773953230989,2020,0.3174403861000647,0
6,6,0,8.466666666666667,8.5,-0.220708067111005,0.03125,29,0.0,2.9110589274935026,0.1415094339622641,8.0,-6.666666666666667,0,0.2745964683361886,108,3,1.648773953230989,2020,0.3174403861000647,0
8,8,0,9.0,10.166666666666666,0.6023590303791507,0.0625,25,0.0,0.2789662895888703,0.1415094339622641,0.0,-8.32,0,0.2745964683361886,108,3,1.648773953230989,2020,0.3174403861000647,0
14,14,0,15.2,15.0,-1.2445869399495777,0.0625,27,0.0,-4.299677161627431,0.0754716981132075,0.0,-15.51851851851852,0,0.2745964683361886,108,2,1.648773953230989,2020,0.3174403861000647,0
17,17,0,12.733333333333333,11.333333333333334,-1.1435680248983184,0.125,28,0.0,-2.510802596590542,0.03125,0.0,-13.535714285714286,0,0.2745964683361886,108,2,1.648773953230989,2020,0.3174403861000647,0
19,19,0,13.6,13.333333333333334,-0.5980254289400534,0.0754716981132075,42,0.0,-1.809038854537816,0.0943396226415094,0.0,-11.761904761904765,0,0.2745964683361886,108,1,1.648773953230989,2020,0.3174403861000647,0
18,18,0,12.533333333333331,12.166666666666666,-1.2110134255977572,0.1132075471698113,39,0.0,-1.809038854537816,0.0943396226415094,0.0,-12.512820512820513,0,0.2745964683361886,108,2,1.648773953230989,2020,0.3174403861000647,0
20,20,0,14.466666666666669,14.166666666666666,-0.9437398430433248,0.0909090909090909,10,0.0,-4.299677161627431,0.0754716981132075,0.0,-15.6,0,0.2745964683361886,108,2,1.648773953230989,2020,0.3174403861000647,0
13,13,0,10.466666666666669,11.333333333333334,-0.3924503880070579,0.09375,27,0.0,0.1744468860109236,0.0909090909090909,1.0,-10.444444444444445,0,0.2745964683361886,108,2,1.648773953230989,2020,0.3174403861000647,0
2,2,0,1.8,1.3333333333333333,2.514885140292165,0.0,53,30.0,4.159101872529328,0.0462962962962962,36.0,-2.1320754716981134,0,0.3672251254365812,26,2,1.6406582562413317,2020,0.3504016504966704,1
1,1,0,2.1333333333333333,1.6666666666666667,1.6442167322371242,0.0185185185185185,49,6.0,4.159101872529328,0.0462962962962962,36.0,-3.26530612244898,0,0.3672251254365812,26,2,1.6406582562413317,2020,0.3504016504966704,1
5,5,0,5.733333333333333,6.333333333333333,1.2636741924790025,0.074074074074074,39,2.0,-0.1029247366717345,0.1111111111111111,0.0,-8.346153846153847,0,0.3672251254365812,26,3,1.6406582562413317,2020,0.3504016504966704,1
8,8,0,13.466666666666669,15.833333333333334,-0.6398926003740383,0.0909090909090909,28,0.0,0.0659349523910298,0.0833333333333333,1.0,-11.3,0,0.3672251254365812,26,3,1.6406582562413317,2020,0.3504016504966704,1
7,7,0,6.4,5.333333333333333,0.8047824669938789,0.1481481481481481,42,2.0,3.442960540216387,0.074074074074074,9.0,-4.481481481481482,0,0.3672251254365812,26,3,1.6406582562413317,2020,0.3504016504966704,1
11,11,0,5.533333333333333,5.5,0.3514445427761059,0.0192307692307692,48,0.0,0.3481025407348188,0.0909090909090909,0.0,-8.689655172413794,0,0.3672251254365812,26,2,1.6406582562413317,2020,0.3504016504966704,1
10,10,0,5.4,5.0,0.7614915882144634,0.074074074074074,45,0.0,0.3020971766499905,0.1388888888888889,0.0,-7.730769230769231,0,0.3672251254365812,26,3,1.6406582562413317,2020,0.3504016504966704,1
9,9,0,10.533333333333331,12.5,0.4790965701743602,0.0606060606060606,26,0.0,0.3020971766499905,0.1388888888888889,0.0,-8.5,0,0.3672251254365812,26,3,1.6406582562413317,2020,0.3504016504966704,1
18,18,0,11.733333333333333,11.833333333333334,0.6773250854068181,0.0185185185185185,47,1.0,-2.5045478450294367,0.0303030303030303,0.0,-11.666666666666666,0,0.3672251254365812,26,2,1.6406582562413317,2020,0.3504016504966704,1
20,20,0,13.066666666666666,12.666666666666666,-1.1723932170248117,0.1212121212121212,29,0.0,-2.5045478450294367,0.0303030303030303,0.0,-13.586206896551724,0,0.3672251254365812,26,3,1.6406582562413317,2020,0.3504016504966704,1
19,19,0,15.466666666666669,16.333333333333332,-1.0799486518798027,0.0833333333333333,11,0.0,-4.298153797496743,0.074074074074074,0.0,-15.818181818181818,0,0.3672251254365812,26,2,1.6406582562413317,2020,0.3504016504966704,1
14,14,0,11.066666666666666,10.833333333333334,0.2586191054821001,0.0555555555555555,48,6.0,3.442960540216387,0.074074074074074,9.0,-5.104166666666667,0,0.3672251254365812,26,2,1.6406582562413317,2020,0.3504016504966704,1
15,15,0,5.6,5.166666666666667,-0.2915374617186893,0.0754716981132075,43,0.0,0.3481025407348188,0.0909090909090909,0.0,-10.08,0,0.3672251254365812,26,2,1.6406582562413317,2020,0.3504016504966704,1
16,16,0,13.866666666666667,14.333333333333334,-1.24676264798476,0.1111111111111111,40,0.0,-1.8686320786376136,0.0925925925925925,0.0,-12.625,0,0.3672251254365812,26,2,1.6406582562413317,2020,0.3504016504966704,1
6,6,0,9.666666666666666,9.833333333333334,-0.332791247792422,0.0303030303030303,30,0.0,2.8588215472517664,0.1388888888888889,8.0,-6.947368421052632,0,0.3672251254365812,26,3,1.6406582562413317,2020,0.3504016504966704,1
6,6,0,1.2666666666666666,1.0,2.522667367988672,0.0,54,31.0,4.174360513766983,0.0454545454545454,37.0,-2.111111111111111,0,0.3026341347538227,130,0,1.6423432576430044,2020,0.9212390552570004,1
3,3,0,5.533333333333333,6.0,0.413938107807227,0.0188679245283018,49,0.0,0.329407498761059,0.088235294117647,0.0,-8.6,0,0.3026341347538227,130,0,1.6423432576430044,2020,0.9212390552570004,1
11,12,-1,11.266666666666667,11.166666666666666,0.1481218189795906,0.0545454545454545,49,6.0,3.3899172583414576,0.0727272727272727,9.0,-5.244897959183674,0,0.3026341347538227,130,0,1.6423432576430044,2020,0.9212390552570004,1
12,14,-2,5.466666666666667,5.0,0.8285022422520468,0.1454545454545454,43,2.0,3.3899172583414576,0.0727272727272727,9.0,-4.5,0,0.3026341347538227,130,0,1.6423432576430044,2020,0.9212390552570004,1
15,13,2,5.6,6.333333333333333,0.7643585295003327,0.0727272727272727,46,0.0,0.3176453958772775,0.1363636363636363,0.0,-7.703703703703703,0,0.3026341347538227,130,0,1.6423432576430044,2020,0.9212390552570004,1
2,2,0,2.466666666666667,2.5,2.7273898826453458,0.0545454545454545,45,6.0,2.7274451315526846,0.1454545454545454,8.0,-3.2444444444444445,0,0.3026341347538227,130,0,1.6423432576430044,2020,0.9212390552570004,1
4,4,0,11.6,13.166666666666666,-0.5032852096775495,0.0294117647058823,31,0.0,2.7274451315526846,0.1454545454545454,8.0,-7.35,0,0.3026341347538227,130,0,1.6423432576430044,2020,0.9212390552570004,1
14,11,3,10.2,10.833333333333334,0.4747348475386811,0.0588235294117647,27,0.0,0.3176453958772775,0.1363636363636363,0.0,-8.481481481481481,0,0.3026341347538227,130,0,1.6423432576430044,2020,0.9212390552570004,1
1,1,0,7.866666666666666,9.0,-0.3952383899841655,0.074074074074074,44,0.0,0.329407498761059,0.088235294117647,0.0,-10.192307692307692,0,0.3026341347538227,130,0,1.6423432576430044,2020,0.9212390552570004,1
5,5,0,4.933333333333334,5.0,1.389408808182362,0.0727272727272727,40,2.0,-0.0792039082540087,0.1181818181818181,0.0,-8.148148148148149,0,0.3026341347538227,130,0,1.6423432576430044,2020,0.9212390552570004,1
7,7,0,7.666666666666667,7.666666666666667,0.4982800569606599,0.088235294117647,24,0.0,-0.0792039082540087,0.1181818181818181,0.0,-8.555555555555555,0,0.3026341347538227,130,0,1.6423432576430044,2020,0.9212390552570004,1
16,17,-1,10.933333333333334,10.833333333333334,-0.5201727171722108,0.088235294117647,29,0.0,0.2115433315149109,0.1153846153846153,1.0,-10.636363636363637,0,0.3026341347538227,130,0,1.6423432576430044,2020,0.9212390552570004,1
19,15,4,5.733333333333333,6.0,0.2355389253661055,0.0727272727272727,44,1.0,0.2115433315149109,0.1153846153846153,1.0,-7.8,0,0.3026341347538227,130,0,1.6423432576430044,2020,0.9212390552570004,1
9,9,0,2.0,1.8333333333333333,1.6516931457783903,0.0181818181818181,50,6.0,4.174360513766983,0.0454545454545454,37.0,-3.24,0,0.3026341347538227,130,0,1.6423432576430044,2020,0.9212390552570004,1
8,8,0,10.8,10.166666666666666,0.696092094391597,0.0181818181818181,48,1.0,-2.4581418917379176,0.0294117647058823,0.0,-11.580645161290322,0,0.3026341347538227,130,0,1.6423432576430044,2020,0.9212390552570004,1
21,21,0,14.666666666666666,14.833333333333334,-1.2330996207276907,0.088235294117647,28,0.0,-4.2491858699873735,0.0727272727272727,0.0,-15.464285714285714,0,0.3026341347538227,130,0,1.6423432576430044,2020,0.9212390552570004,1
1,1,0,1.1333333333333333,1.0,2.6204932100291147,0.0,55,32.0,4.118001160198222,0.0446428571428571,38.0,-2.090909090909091,0,0.3450182801181902,7,2,1.9430147058823528,2020,0.2759035592301672,1
3,3,0,3.6666666666666665,4.333333333333333,2.683626012218983,0.0535714285714285,46,6.0,2.747318389026237,0.1428571428571428,8.0,-3.3043478260869565,0,0.3450182801181902,7,2,1.9430147058823528,2020,0.2759035592301672,1
4,4,0,10.266666666666667,10.5,-0.4987357823820208,0.0285714285714285,32,0.0,2.747318389026237,0.1428571428571428,8.0,-7.333333333333333,0,0.3450182801181902,7,2,1.9430147058823528,2020,0.2759035592301672,1
9,9,0,9.8,8.833333333333334,0.4720747801949195,0.0571428571428571,28,0.0,0.3704960527076721,0.1339285714285714,0.0,-8.464285714285714,0,0.3450182801181902,7,2,1.9430147058823528,2020,0.2759035592301672,1
15,15,0,5.533333333333333,5.833333333333333,0.8403820524101601,0.0714285714285714,47,0.0,0.3704960527076721,0.1339285714285714,0.0,-7.607142857142857,0,0.3450182801181902,7,3,1.9430147058823528,2020,0.2759035592301672,1
8,8,0,8.133333333333333,9.166666666666666,0.1843255988029185,0.0714285714285714,45,1.0,0.0578277848795383,0.1071428571428571,1.0,-8.272727272727273,0,0.3450182801181902,7,2,1.9430147058823528,2020,0.2759035592301672,1
6,6,0,6.666666666666667,7.5,1.3856079731979614,0.0714285714285714,41,2.0,-0.1263993776706826,0.1160714285714285,0.0,-8.214285714285714,0,0.3450182801181902,7,2,1.9430147058823528,2020,0.2759035592301672,1
2,2,0,5.866666666666666,8.0,1.4975079501690836,0.0178571428571428,51,6.0,4.118001160198222,0.0446428571428571,38.0,-3.450980392156863,0,0.3450182801181902,7,2,1.9430147058823528,2020,0.2759035592301672,1
7,7,0,8.6,9.333333333333334,0.4644726876740192,0.0857142857142857,25,0.0,-0.1263993776706826,0.1160714285714285,0.0,-8.8,0,0.3450182801181902,7,2,1.9430147058823528,2020,0.2759035592301672,1
12,12,0,4.8,4.333333333333333,0.8387933602069457,0.1428571428571428,44,2.0,3.4492760161848426,0.0714285714285714,9.0,-4.482758620689655,0,0.3450182801181902,7,1,1.9430147058823528,2020,0.2759035592301672,1
10,10,0,11.4,10.5,-0.5285499260787979,0.0857142857142857,30,0.0,0.0578277848795383,0.1071428571428571,1.0,-10.75,0,0.3450182801181902,7,2,1.9430147058823528,2020,0.2759035592301672,1
14,14,0,15.066666666666666,15.666666666666666,-1.2601040907910803,0.0857142857142857,29,0.0,-4.232757541207457,0.0714285714285714,0.0,-15.482758620689657,0,0.3450182801181902,7,2,1.9430147058823528,2020,0.2759035592301672,1
11,11,0,8.533333333333333,7.166666666666667,0.1813092922369258,0.0535714285714285,50,6.0,3.4492760161848426,0.0714285714285714,9.0,-5.2,0,0.3450182801181902,7,2,1.9430147058823528,2020,0.2759035592301672,1
20,20,0,14.133333333333333,13.833333333333334,-0.939823855065056,0.1428571428571428,12,0.0,-4.232757541207457,0.0714285714285714,0.0,-15.416666666666666,0,0.3450182801181902,7,1,1.9430147058823528,2020,0.2759035592301672,1
17,17,0,12.133333333333333,12.333333333333334,0.6401786118917401,0.0178571428571428,49,1.0,-2.491793312291458,0.0428571428571428,0.0,-11.6875,0,0.3450182801181902,7,2,1.9430147058823528,2020,0.2759035592301672,1
16,16,0,11.866666666666667,11.666666666666666,-1.0903665849997624,0.1142857142857142,30,0.0,-2.491793312291458,0.0428571428571428,0.0,-13.466666666666669,0,0.3450182801181902,7,2,1.9430147058823528,2020,0.2759035592301672,1
18,18,0,14.466666666666669,14.333333333333334,-0.6105116279758431,0.0714285714285714,43,0.0,-1.880696233862168,0.0892857142857142,0.0,-11.86046511627907,0,0.3450182801181902,7,2,1.9430147058823528,2020,0.2759035592301672,1
5,5,0,4.466666666666667,4.166666666666667,0.521608798528827,0.0181818181818181,50,0.0,0.4361468571340823,0.0972222222222222,0.0,-8.387096774193548,0,0.1077283259612044,7,3,1.673403968933136,2020,0.2871669413020962,1
11,11,0,9.0,9.5,0.4658808433914702,0.0833333333333333,26,0.0,-0.1134403412965198,0.1140350877192982,0.0,-8.818181818181818,0,0.1077283259612044,7,2,1.673403968933136,2020,0.2871669413020962,1
10,10,0,8.533333333333333,9.333333333333334,-0.4301556499641396,0.0892857142857142,45,0.0,0.4361468571340823,0.0972222222222222,0.0,-10.148148148148149,0,0.1077283259612044,7,3,1.673403968933136,2020,0.2871669413020962,1
8,8,0,5.533333333333333,5.333333333333333,0.8697146837565588,0.0701754385964912,48,0.0,0.4484853111861875,0.131578947368421,0.0,-7.517241379310345,0,0.1077283259612044,7,3,1.673403968933136,2020,0.2871669413020962,1
7,7,0,7.0,7.333333333333333,1.4010591650381896,0.0701754385964912,42,2.0,-0.1134403412965198,0.1140350877192982,0.0,-8.172413793103448,0,0.1077283259612044,7,3,1.673403968933136,2020,0.2871669413020962,1
12,12,0,8.133333333333333,6.333333333333333,-0.4054308084701678,0.0277777777777777,33,0.0,2.794252490729518,0.1403508771929824,8.0,-7.136363636363637,0,0.1077283259612044,7,2,1.673403968933136,2020,0.2871669413020962,1
6,6,0,11.2,10.166666666666666,-0.5695071407460872,0.0833333333333333,31,0.0,0.1181712085630106,0.1,1.0,-10.76923076923077,0,0.1077283259612044,7,3,1.673403968933136,2020,0.2871669413020962,1
1,1,0,7.133333333333334,9.0,1.4300465732868286,0.0175438596491228,52,6.0,4.100678571979368,0.043859649122807,39.0,-3.5384615384615383,0,0.1077283259612044,7,2,1.673403968933136,2020,0.2871669413020962,1
2,2,0,14.2,13.666666666666666,-1.195531891156158,0.0833333333333333,30,0.0,4.100678571979368,0.043859649122807,39.0,0.0,0,0.1077283259612044,7,2,1.673403968933136,2020,0.2871669413020962,1
19,15,4,7.8,6.0,0.5505310240715132,0.0555555555555555,29,0.0,0.4484853111861875,0.131578947368421,0.0,-8.310344827586206,0,0.1077283259612044,7,3,1.673403968933136,2020,0.2871669413020962,1
9,9,0,7.866666666666666,8.166666666666666,0.2418801432514674,0.0701754385964912,46,1.0,0.1181712085630106,0.1,1.0,-8.083333333333334,0,0.1077283259612044,7,3,1.673403968933136,2020,0.2871669413020962,1
13,13,0,9.6,9.5,0.1033755606034685,0.0526315789473684,51,6.0,3.3620932024471983,0.0701754385964912,9.0,-5.352941176470588,0,0.1077283259612044,7,2,1.673403968933136,2020,0.2871669413020962,1
14,14,0,13.066666666666666,13.833333333333334,-1.0995996664017722,0.1111111111111111,31,0.0,-2.587208531643945,0.0416666666666666,0.0,-13.548387096774194,0,0.1077283259612044,7,2,1.673403968933136,2020,0.2871669413020962,1
18,19,-1,13.066666666666666,14.0,0.6409008958013053,0.0175438596491228,50,1.0,-2.587208531643945,0.0416666666666666,0.0,-11.787878787878787,0,0.1077283259612044,7,2,1.673403968933136,2020,0.2871669413020962,1
15,16,-1,15.266666666666667,16.0,-0.6938032367791477,0.0701754385964912,44,0.0,-1.926293505267248,0.087719298245614,0.0,-11.977272727272728,0,0.1077283259612044,7,3,1.673403968933136,2020,0.2871669413020962,1
17,18,-1,0.0,0.0,0.0,0.0,0,0.0,-4.2026358686447605,0.0701754385964912,0.0,0.0,0,0.1077283259612044,7,2,1.673403968933136,2020,0.2871669413020962,1
20,20,0,0.0,0.0,0.0,0.0,0,0.0,-1.926293505267248,0.087719298245614,0.0,0.0,0,0.1077283259612044,7,3,1.673403968933136,2020,0.2871669413020962,1
1,1,0,3.2666666666666666,3.5,2.687962022032284,0.0689655172413793,47,6.0,2.8270784378881206,0.1379310344827586,8.0,-3.276595744680851,0,0.306325399782185,3,2,1.1649122807017545,2020,0.2594641942569194,1
2,2,0,8.0,9.0,1.4499719199955512,0.0172413793103448,53,6.0,3.99736105632721,0.043103448275862,39.0,-3.6226415094339615,0,0.306325399782185,3,2,1.1649122807017545,2020,0.2594641942569194,1
3,3,0,1.0,1.0,2.772814540028916,0.0,56,33.0,3.99736105632721,0.043103448275862,39.0,-2.071428571428572,0,0.306325399782185,3,2,1.1649122807017545,2020,0.2594641942569194,1
5,5,0,7.0,5.166666666666667,-0.3785263311179415,0.027027027027027,34,0.0,2.8270784378881206,0.1379310344827586,8.0,-7.086956521739131,0,0.306325399782185,3,3,1.1649122807017545,2020,0.2594641942569194,1
4,4,0,7.933333333333334,7.666666666666667,0.4739775053100062,0.054054054054054,30,0.0,0.5193945179054831,0.1293103448275862,0.0,-8.366666666666667,0,0.306325399782185,3,3,1.1649122807017545,2020,0.2594641942569194,1
6,6,0,5.0,4.5,0.908744549833212,0.0689655172413793,49,0.0,0.5193945179054831,0.1293103448275862,0.0,-7.4,0,0.306325399782185,3,2,1.1649122807017545,2020,0.2594641942569194,1
11,12,-1,6.533333333333333,6.5,1.4096120276039077,0.0689655172413793,43,2.0,0.0142143962409272,0.1120689655172413,0.0,-8.066666666666666,0,0.306325399782185,3,1,1.1649122807017545,2020,0.2594641942569194,1
9,10,-1,8.933333333333334,9.666666666666666,0.2045205775917793,0.0689655172413793,47,1.0,0.1444521530017293,0.09375,1.0,-8.307692307692308,0,0.306325399782185,3,3,1.1649122807017545,2020,0.2594641942569194,1
10,11,-1,6.8,5.833333333333333,0.6883381142621201,0.081081081081081,27,0.0,0.0142143962409272,0.1120689655172413,0.0,-8.25,0,0.306325399782185,3,2,1.1649122807017545,2020,0.2594641942569194,1
8,8,0,7.0,6.666666666666667,-0.3569918751632914,0.087719298245614,46,0.0,0.6126728756967813,0.0945945945945946,1.0,-9.892857142857142,0,0.306325399782185,3,3,1.1649122807017545,2020,0.2594641942569194,1
7,7,0,9.466666666666669,9.166666666666666,-0.4855583637971055,0.081081081081081,32,0.0,0.1444521530017293,0.09375,1.0,-10.5,0,0.306325399782185,3,3,1.1649122807017545,2020,0.2594641942569194,1
15,16,-1,13.6,14.5,0.6251299049048697,0.0172413793103448,51,1.0,-2.613386496567572,0.0405405405405405,0.0,-11.852941176470589,0,0.306325399782185,3,2,1.1649122807017545,2020,0.2594641942569194,1
12,9,3,6.4,7.166666666666667,0.8029093072773508,0.1551724137931034,45,2.0,3.348545468305984,0.0689655172413793,9.0,-4.666666666666667,0,0.306325399782185,3,2,1.1649122807017545,2020,0.2594641942569194,1
13,13,0,10.333333333333334,10.833333333333334,0.009683999479511,0.0517241379310344,52,6.0,3.348545468305984,0.0689655172413793,9.0,-5.480769230769231,0,0.306325399782185,3,1,1.1649122807017545,2020,0.2594641942569194,1
16,18,-2,12.466666666666669,11.166666666666666,-1.2369506018955396,0.081081081081081,31,0.0,-4.211800781926073,0.0775862068965517,0.0,-15.366666666666667,0,0.306325399782185,3,2,1.1649122807017545,2020,0.2594641942569194,1
14,14,0,13.266666666666667,13.5,-1.0589517238608428,0.1081081081081081,32,0.0,-2.613386496567572,0.0405405405405405,0.0,-13.53125,0,0.306325399782185,3,2,1.1649122807017545,2020,0.2594641942569194,1
18,20,-2,14.133333333333333,13.666666666666666,-0.9092868710474628,0.125,13,0.0,-4.211800781926073,0.0775862068965517,0.0,-15.307692307692308,0,0.306325399782185,3,2,1.1649122807017545,2020,0.2594641942569194,1
20,17,3,15.266666666666667,15.833333333333334,-0.5864059726564317,0.0689655172413793,45,0.0,-2.132650600848403,0.0862068965517241,0.0,-12.044444444444444,0,0.306325399782185,3,1,1.1649122807017545,2020,0.2594641942569194,1
17,19,-2,17.0,17.0,-0.4873395292001906,0.0,1,0.0,-2.132650600848403,0.0862068965517241,0.0,-17.0,0,0.306325399782185,3,2,1.1649122807017545,2020,0.2594641942569194,1
2,2,0,1.6666666666666667,2.0,2.6534437969306617,0.0,57,33.0,3.932954572061436,0.0423728813559322,39.0,-2.087719298245614,0,0.3450182801181902,7,2,2.334558823529412,2021,0.2807228532511075,1
